term_str,n,n_chars,p,i,max_pos,max_pos_group,stem_porter,stop,dfidf,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment
patient,2,7,9.65362783333977e-06,16.660497360248794,JJ,JJ,patient,0,2.584962500721156,0,1,0,0,0,0,1,0,0,0,1
pauper,3,6,1.4480441750009651e-05,16.07553485952764,NN,NN,pauper,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
pawn,2,4,9.65362783333977e-06,16.660497360248794,NN,NN,pawn,0,3.169925001442312,0,0,0,0,0,1,0,0,0,1,-1
pay,51,3,0.0002461675097501,11.9880720182773,VB,VB,pay,0,0.0,0,1,0,0,1,0,1,0,0,1,1
payback,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,payback,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
peace,29,5,0.0001399776035834,12.802516365121225,NN,NN,peac,0,1.315172029168969,0,1,0,0,1,0,1,0,0,1,1
penetration,1,11,4.826813916669885e-06,17.660497360248794,NN,NN,penetr,0,2.584962500721156,1,0,0,1,0,1,0,0,0,0,-1
penitentiary,1,12,4.826813916669885e-06,17.660497360248794,NN,NN,penitentiari,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
perceive,1,8,4.826813916669885e-06,17.660497360248794,VBP,VB,perceiv,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
perfect,36,7,0.0001737653010001,12.490572358806483,JJ,JJ,perfect,0,0.0,0,1,0,0,1,0,1,0,0,1,1
perish,1,6,4.826813916669885e-06,17.660497360248794,VB,VB,perish,0,2.584962500721156,0,0,0,1,0,1,0,1,0,0,-1
phony,2,5,9.65362783333977e-06,16.660497360248794,JJ,JJ,phoni,0,3.169925001442312,1,0,1,0,0,1,0,0,0,0,-1
picket,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,picket,0,2.584962500721156,1,1,0,1,0,1,0,0,0,0,-1
picnic,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,picnic,0,2.584962500721156,0,1,0,0,1,0,1,0,1,1,1
pill,2,4,9.65362783333977e-06,16.660497360248794,NN,NN,pill,0,3.169925001442312,0,0,0,0,0,0,1,0,0,1,1
pilot,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,pilot,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
pine,2,4,9.65362783333977e-06,16.660497360248794,NN,NN,pine,0,3.169925001442312,0,0,0,0,0,1,0,1,0,0,-1
pirate,2,6,9.65362783333977e-06,16.660497360248794,NN,NN,pirat,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
playground,1,10,4.826813916669885e-06,17.660497360248794,NN,NN,playground,0,2.584962500721156,0,1,0,0,1,0,1,0,1,1,1
pleasant,2,8,9.65362783333977e-06,16.660497360248794,JJ,JJ,pleasant,0,3.169925001442312,0,1,0,0,1,0,1,0,1,1,1
pleased,1,7,4.826813916669885e-06,17.660497360248794,VBD,VB,pleas,0,2.584962500721156,0,0,0,0,1,0,1,0,0,0,1
plunder,6,7,2.8960883500019303e-05,15.07553485952764,VBP,VB,plunder,0,2.584962500721156,1,0,1,1,0,1,0,1,1,0,-1
poison,24,6,0.000115843534,13.07553485952764,NN,NN,poison,0,3.169925001442312,1,0,1,1,0,1,0,1,0,0,-1
poisoned,3,8,1.4480441750009651e-05,16.07553485952764,VBD,VB,poison,0,2.584962500721156,1,0,1,1,0,1,0,1,0,0,-1
police,9,6,4.344132525002896e-05,14.490572358806483,NN,NN,polic,0,2.3398500028846247,0,0,0,1,0,0,1,0,0,1,1
policeman,2,9,9.65362783333977e-06,16.660497360248794,NNP,NN,policeman,0,3.169925001442312,0,0,0,1,0,0,1,0,0,1,1
pollution,1,9,4.826813916669885e-06,17.660497360248794,NN,NN,pollut,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
pop,16,3,7.722902266671815e-05,13.660497360248796,VBP,VB,pop,0,3.0,0,0,0,0,0,1,0,0,1,0,-1
porn,3,4,1.4480441750009651e-05,16.07553485952764,NNS,NN,porn,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
possess,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,possess,0,3.169925001442312,0,1,0,0,1,0,1,0,0,1,1
possession,1,10,4.826813916669885e-06,17.660497360248794,NN,NN,possess,0,2.584962500721156,1,0,1,1,0,1,0,0,0,0,-1
pound,6,5,2.8960883500019303e-05,15.07553485952764,NN,NN,pound,0,3.169925001442312,1,0,0,0,0,1,0,0,0,0,-1
poverty,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,poverti,0,2.584962500721156,1,0,1,1,0,1,0,1,0,0,-1
practiced,2,9,9.65362783333977e-06,16.660497360248794,VBD,VB,practic,0,3.169925001442312,0,0,0,0,1,0,1,0,1,1,1
praise,1,6,4.826813916669885e-06,17.660497360248794,VBP,VB,prais,0,2.584962500721156,0,0,0,0,1,0,1,0,0,1,1
praised,1,7,4.826813916669885e-06,17.660497360248794,VBD,VB,prais,0,2.584962500721156,0,0,0,0,1,0,1,0,0,0,1
prank,1,5,4.826813916669885e-06,17.660497360248794,JJ,JJ,prank,0,2.584962500721156,0,0,0,0,0,1,0,0,1,0,-1
pray,22,4,0.0001061899061667,13.201065741611496,VBP,VB,pray,0,1.315172029168969,0,1,0,1,1,0,1,0,1,1,1
precious,7,8,3.378769741668919e-05,14.85314243819119,JJ,JJ,preciou,0,2.3398500028846247,0,1,0,0,1,0,1,0,1,0,1
present,6,7,2.8960883500019303e-05,15.07553485952764,JJ,JJ,present,0,3.0,0,1,0,0,1,0,1,0,1,1,1
president,1,9,4.826813916669885e-06,17.660497360248794,NN,NN,presid,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
pretending,2,10,9.65362783333977e-06,16.660497360248794,NN,NN,pretend,0,3.169925001442312,1,0,0,0,0,1,0,0,0,0,-1
pretty,74,6,0.0003571842298335,11.451043994619845,RB,RB,pretti,0,0.0,0,1,0,0,1,0,1,0,0,1,1
pride,10,5,4.826813916669885e-05,14.338569265361432,NN,NN,pride,0,1.315172029168969,0,0,0,0,1,0,1,0,0,0,1
priest,6,6,2.8960883500019303e-05,15.07553485952764,NN,NN,priest,0,3.169925001442312,0,0,0,0,0,0,1,0,0,1,1
primer,1,6,4.826813916669885e-06,17.660497360248794,VB,VB,primer,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
prison,5,6,2.4134069583349424e-05,15.338569265361432,NN,NN,prison,0,3.0,1,0,0,1,0,1,0,1,0,0,-1
prisoner,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,prison,0,2.584962500721156,1,0,1,1,0,1,0,1,0,0,-1
problem,15,7,7.240220875004827e-05,13.753606764640276,NN,NN,problem,0,2.3398500028846247,0,0,0,1,0,1,0,1,0,0,-1
professional,1,12,4.826813916669885e-06,17.660497360248794,NN,NN,profession,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
progress,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,progress,0,2.584962500721156,0,1,0,0,1,0,1,0,0,0,1
promise,18,7,8.688265050005793e-05,13.490572358806483,VBP,VB,promis,0,1.315172029168969,0,0,0,0,1,0,1,0,0,1,1
prophet,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,prophet,0,2.584962500721156,0,1,0,0,0,0,1,0,0,1,1
prostitute,1,10,4.826813916669885e-06,17.660497360248794,NN,NN,prostitut,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
proud,8,5,3.861451133335908e-05,14.660497360248796,JJ,JJ,proud,0,2.3398500028846247,0,1,0,0,1,0,1,0,0,1,1
provide,2,7,9.65362783333977e-06,16.660497360248794,NNP,NN,provid,0,3.169925001442312,0,0,0,0,0,0,1,0,0,1,1
prowl,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,prowl,0,2.584962500721156,0,0,0,1,0,0,0,0,1,0,0
public,2,6,9.65362783333977e-06,16.660497360248794,JJ,JJ,public,0,2.584962500721156,0,1,0,0,0,0,1,0,0,0,1
punch,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,punch,0,2.584962500721156,1,0,0,1,0,1,0,1,1,0,-1
puppy,2,5,9.65362783333977e-06,16.660497360248794,JJ,JJ,puppi,0,2.584962500721156,0,1,0,0,0,0,1,0,0,1,1
purr,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,purr,0,2.584962500721156,0,0,0,0,1,0,1,0,0,1,1
quest,2,5,9.65362783333977e-06,16.660497360248794,NNP,NN,quest,0,2.584962500721156,0,1,0,0,0,0,1,0,0,0,1
quiet,18,5,8.688265050005793e-05,13.490572358806483,JJ,JJ,quiet,0,2.3398500028846247,0,0,0,0,0,0,1,1,0,0,1
rage,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,rage,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
raging,3,6,1.4480441750009651e-05,16.07553485952764,VBG,VB,rage,0,3.0,1,0,1,1,0,1,0,0,0,0,-1
rags,1,4,4.826813916669885e-06,17.660497360248794,NNP,NN,rag,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
rail,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,rail,0,2.584962500721156,1,1,0,0,0,1,0,0,0,0,-1
rapture,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,raptur,0,2.584962500721156,0,1,0,0,1,0,1,0,0,0,1
rascal,1,6,4.826813916669885e-06,17.660497360248794,JJ,JJ,rascal,0,2.584962500721156,1,0,1,1,0,1,0,0,0,0,-1
rash,1,4,4.826813916669885e-06,17.660497360248794,VB,VB,rash,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
rat,3,3,1.4480441750009651e-05,16.07553485952764,NN,NN,rat,0,3.169925001442312,0,0,1,1,0,1,0,0,0,0,-1
real,122,4,0.0005888712978337,10.729760022685907,JJ,JJ,real,0,0.0,0,0,0,0,0,0,1,0,0,1,1
rebel,10,5,4.826813916669885e-05,14.338569265361432,NN,NN,rebel,0,3.169925001442312,1,0,0,1,0,1,0,0,0,0,-1
receiving,1,9,4.826813916669885e-06,17.660497360248794,VBG,VB,receiv,0,2.584962500721156,0,1,0,0,1,0,1,0,1,0,1
recession,1,9,4.826813916669885e-06,17.660497360248794,NN,NN,recess,0,2.584962500721156,1,0,1,1,0,1,0,1,0,0,-1
reckless,2,8,9.65362783333977e-06,16.660497360248794,JJ,JJ,reckless,0,3.169925001442312,1,0,0,1,0,1,0,0,0,0,-1
reconciliation,1,14,4.826813916669885e-06,17.660497360248794,NN,NN,reconcili,0,2.584962500721156,0,1,0,0,1,0,1,0,0,1,1
refused,1,7,4.826813916669885e-06,17.660497360248794,VBD,VB,refus,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
regret,21,6,0.00010136309225,13.268179937470034,NN,NN,regret,0,2.3398500028846247,0,0,0,0,0,1,0,1,0,0,-1
relevant,1,8,4.826813916669885e-06,17.660497360248794,JJ,JJ,relev,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
remains,7,7,3.378769741668919e-05,14.85314243819119,VBZ,VB,remain,0,3.0,0,0,1,1,0,1,1,0,0,1,0
remedy,3,6,1.4480441750009651e-05,16.07553485952764,NN,NN,remedi,0,2.584962500721156,0,1,0,0,1,0,1,0,0,1,1
remorse,3,7,1.4480441750009651e-05,16.07553485952764,NN,NN,remors,0,3.169925001442312,0,0,0,0,0,1,0,1,0,0,-1
renovate,1,8,4.826813916669885e-06,17.660497360248794,VBP,VB,renov,0,2.584962500721156,0,1,0,0,0,0,1,0,0,0,1
repent,1,6,4.826813916669885e-06,17.660497360248794,VB,VB,repent,0,2.584962500721156,0,0,0,1,0,0,1,0,0,0,1
rescue,3,6,1.4480441750009651e-05,16.07553485952764,NN,NN,rescu,0,3.169925001442312,0,1,0,0,1,0,1,0,1,1,1
resentment,1,10,4.826813916669885e-06,17.660497360248794,JJ,JJ,resent,0,2.584962500721156,1,0,1,0,0,1,0,1,0,0,-1
resignation,1,11,4.826813916669885e-06,17.660497360248794,NN,NN,resign,0,2.584962500721156,0,0,0,0,0,1,0,1,1,0,-1
resigned,1,8,4.826813916669885e-06,17.660497360248794,VBD,VB,resign,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
resistance,1,10,4.826813916669885e-06,17.660497360248794,NN,NN,resist,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
respect,7,7,3.378769741668919e-05,14.85314243819119,NN,NN,respect,0,3.169925001442312,0,1,0,0,1,0,1,0,0,1,1
respects,1,8,4.826813916669885e-06,17.660497360248794,NNS,NN,respect,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
revolution,4,10,1.930725566667954e-05,15.660497360248796,NN,NN,revolut,0,3.0,1,1,0,1,0,1,1,1,1,0,0
ribbon,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,ribbon,0,2.584962500721156,1,1,0,0,1,0,1,0,0,0,1
rifle,2,5,9.65362783333977e-06,16.660497360248794,NN,NN,rifl,0,3.169925001442312,1,0,0,1,0,1,0,0,0,0,-1
rising,19,6,9.17094644167278e-05,13.412569846805209,VBG,VB,rise,0,3.0,0,1,0,0,1,0,1,0,0,0,1
risk,8,4,3.861451133335908e-05,14.660497360248796,VB,VB,risk,0,3.0,0,1,0,1,0,1,0,0,0,0,-1
risky,1,5,4.826813916669885e-06,17.660497360248794,JJ,JJ,riski,0,2.584962500721156,0,1,0,1,0,1,0,0,0,0,-1
rob,4,3,1.930725566667954e-05,15.660497360248796,VB,VB,rob,0,3.169925001442312,1,0,1,1,0,1,0,1,0,0,-1
robbery,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,robberi,0,2.584962500721156,1,0,1,1,0,1,0,1,0,0,-1
romance,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,romanc,0,2.584962500721156,0,1,0,1,1,0,1,1,1,1,1
romantic,2,8,9.65362783333977e-06,16.660497360248794,JJ,JJ,romant,0,3.169925001442312,0,1,0,0,1,0,1,0,0,1,1
routine,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,routin,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
row,1,3,4.826813916669885e-06,17.660497360248794,NN,NN,row,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
rubbish,1,7,4.826813916669885e-06,17.660497360248794,JJ,JJ,rubbish,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
rubble,4,6,1.930725566667954e-05,15.660497360248796,NN,NN,rubbl,0,2.584962500721156,0,0,0,1,0,1,0,1,0,0,-1
ruin,6,4,2.8960883500019303e-05,15.07553485952764,VBP,VB,ruin,0,3.0,0,0,0,1,0,1,0,1,0,0,-1
ruined,2,6,9.65362783333977e-06,16.660497360248794,VBD,VB,ruin,0,3.169925001442312,1,0,1,1,0,1,0,1,0,0,-1
rule,26,4,0.0001254971618334,12.960057642107705,NN,NN,rule,0,3.0,0,0,0,1,0,0,0,0,0,1,0
runaway,1,7,4.826813916669885e-06,17.660497360248794,JJ,JJ,runaway,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
sadness,3,7,1.4480441750009651e-05,16.07553485952764,NN,NN,sad,0,3.169925001442312,0,0,0,0,0,1,0,1,0,1,-1
safe,42,4,0.0002027261845001,12.268179937470034,JJ,JJ,safe,0,2.3398500028846247,0,0,0,0,1,0,1,0,0,1,1
saint,7,5,3.378769741668919e-05,14.85314243819119,NN,NN,saint,0,3.0,0,1,0,0,1,0,1,0,1,1,1
salvation,2,9,9.65362783333977e-06,16.660497360248794,NN,NN,salvat,0,3.169925001442312,0,1,0,0,1,0,1,0,0,1,1
samurai,1,7,4.826813916669885e-06,17.660497360248794,NNP,NN,samurai,0,2.584962500721156,0,0,0,1,0,0,1,0,0,0,1
sarcasm,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,sarcasm,0,2.584962500721156,1,0,1,0,0,1,0,1,0,0,-1
satisfied,6,9,2.8960883500019303e-05,15.07553485952764,JJ,JJ,satisfi,0,3.0,0,0,0,0,1,0,1,0,0,0,1
save,69,4,0.0003330501602502,11.551972903470626,VB,VB,save,0,0.0,0,0,0,0,1,0,1,0,0,1,1
savor,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,savor,0,2.584962500721156,0,1,1,0,1,0,1,1,0,1,1
scandalous,4,10,1.930725566667954e-05,15.660497360248796,JJ,JJ,scandal,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
scar,2,4,9.65362783333977e-06,16.660497360248794,NNP,NN,scar,0,2.584962500721156,1,0,1,1,0,1,0,1,0,0,-1
scarce,1,6,4.826813916669885e-06,17.660497360248794,JJ,JJ,scarc,0,2.584962500721156,0,0,0,1,0,1,0,1,0,0,-1
scare,1,5,4.826813916669885e-06,17.660497360248794,NNP,NN,scare,0,2.584962500721156,1,1,0,1,0,1,0,0,1,0,-1
score,1,5,4.826813916669885e-06,17.660497360248794,VB,VB,score,0,2.584962500721156,0,1,0,0,1,0,1,0,1,0,1
scream,12,6,5.792176700003861e-05,14.07553485952764,VBP,VB,scream,0,1.315172029168969,1,0,1,1,0,1,0,0,1,0,-1
screaming,16,9,7.722902266671815e-05,13.660497360248796,VBG,VB,scream,0,2.3398500028846247,1,0,1,1,0,1,0,0,0,0,-1
screwed,1,7,4.826813916669885e-06,17.660497360248794,VBD,VB,screw,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
scrub,31,5,0.0001496312314167,12.70630104986192,NN,NN,scrub,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
seal,3,4,1.4480441750009651e-05,16.07553485952764,NN,NN,seal,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
secluded,2,8,9.65362783333977e-06,16.660497360248794,VBN,VB,seclud,0,2.584962500721156,0,0,0,0,0,1,0,1,0,0,-1
selfish,5,7,2.4134069583349424e-05,15.338569265361432,JJ,JJ,selfish,0,3.169925001442312,1,0,1,0,0,1,0,0,0,0,-1
serve,2,5,9.65362783333977e-06,16.660497360248794,VB,VB,serv,0,3.169925001442312,0,0,0,0,0,1,0,0,0,1,-1
sex,28,3,0.0001351507896667,12.85314243819119,NN,NN,sex,0,1.315172029168969,0,1,0,0,1,0,1,0,0,1,1
shady,1,5,4.826813916669885e-06,17.660497360248794,JJ,JJ,shadi,0,2.584962500721156,0,0,0,1,0,1,0,0,0,0,-1
shaking,12,7,5.792176700003861e-05,14.07553485952764,VBG,VB,shake,0,2.3398500028846247,0,0,0,1,0,1,0,0,0,0,-1
shame,17,5,8.205583658338804e-05,13.573034518998456,NN,NN,shame,0,0.0,0,0,1,1,0,1,0,1,0,0,-1
share,53,5,0.0002558211375835,11.932576905685597,NN,NN,share,0,0.0,0,1,0,0,1,0,1,0,0,1,1
shattered,5,9,2.4134069583349424e-05,15.338569265361432,VBD,VB,shatter,0,3.169925001442312,0,0,0,0,0,1,0,1,0,0,-1
shell,44,5,0.0002123798123334,12.201065741611496,NNP,NN,shell,0,1.315172029168969,1,0,0,1,0,1,0,1,1,0,-1
shelter,8,7,3.861451133335908e-05,14.660497360248796,NN,NN,shelter,0,2.3398500028846247,0,0,0,0,0,0,1,0,0,1,1
shining,10,7,4.826813916669885e-05,14.338569265361432,VBG,VB,shine,0,3.0,0,1,0,0,1,0,1,0,0,0,1
shit,77,4,0.0003716646715835,11.393710819553894,NN,NN,shit,0,1.315172029168969,1,0,1,0,0,1,0,0,0,0,-1
shiver,9,6,4.344132525002896e-05,14.490572358806483,VB,VB,shiver,0,1.315172029168969,1,1,0,1,0,1,0,1,0,0,-1
shock,6,5,2.8960883500019303e-05,15.07553485952764,NNP,NN,shock,0,2.584962500721156,1,0,0,1,0,1,0,0,1,0,-1
shoot,17,5,8.205583658338804e-05,13.573034518998456,VBP,VB,shoot,0,1.315172029168969,1,0,0,1,0,1,0,0,0,0,-1
shooting,2,8,9.65362783333977e-06,16.660497360248794,VBG,VB,shoot,0,3.169925001442312,1,0,0,1,0,1,0,0,0,0,-1
shopping,1,8,4.826813916669885e-06,17.660497360248794,JJ,JJ,shop,0,2.584962500721156,0,1,0,0,1,0,1,0,1,1,1
shot,25,4,0.0001206703479167,13.01664117047407,NN,NN,shot,0,1.315172029168969,1,0,0,1,0,1,0,1,1,0,-1
shoulder,16,8,7.722902266671815e-05,13.660497360248796,NN,NN,shoulder,0,1.315172029168969,0,0,0,0,0,0,1,0,0,1,1
shout,31,5,0.0001496312314167,12.70630104986192,NNP,VB,shout,0,3.0,1,0,0,0,0,0,0,0,1,0,0
shove,2,5,9.65362783333977e-06,16.660497360248794,NN,NN,shove,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
shrink,2,6,9.65362783333977e-06,16.660497360248794,NN,NN,shrink,0,3.169925001442312,0,0,0,1,0,1,0,1,0,0,-1
sick,13,4,6.27485809167085e-05,13.960057642107705,NN,NN,sick,0,1.315172029168969,0,0,1,0,0,1,0,1,0,0,-1
sickness,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,sick,0,2.584962500721156,0,0,1,1,0,1,0,1,0,0,-1
silly,6,5,2.8960883500019303e-05,15.07553485952764,JJ,JJ,silli,0,3.0,0,0,0,0,1,1,0,0,0,0,-1
simmer,1,6,4.826813916669885e-06,17.660497360248794,NNP,NN,simmer,0,2.584962500721156,1,1,0,0,0,0,0,0,0,0,0
sin,9,3,4.344132525002896e-05,14.490572358806483,NN,NN,sin,0,1.315172029168969,1,0,1,1,0,1,0,1,0,0,-1
sincere,2,7,9.65362783333977e-06,16.660497360248794,RB,RB,sincer,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
sing,143,4,0.0006902343900837,10.500626023470405,VBG,VB,sing,0,0.0,0,1,0,0,1,0,1,1,0,1,1
sinner,7,6,3.378769741668919e-05,14.85314243819119,NN,NN,sinner,0,3.169925001442312,1,0,1,1,0,1,0,1,0,0,-1
sir,3,3,1.4480441750009651e-05,16.07553485952764,NN,NN,sir,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
skid,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,skid,0,2.584962500721156,1,0,0,1,0,1,0,1,0,0,-1
slam,1,4,4.826813916669885e-06,17.660497360248794,JJ,JJ,slam,0,2.584962500721156,1,0,0,1,0,1,0,0,1,0,-1
slap,1,4,4.826813916669885e-06,17.660497360248794,VBD,VB,slap,0,2.584962500721156,1,0,0,0,0,1,0,0,1,0,-1
slave,4,5,1.930725566667954e-05,15.660497360248796,NN,NN,slave,0,2.584962500721156,1,0,0,1,0,1,0,1,0,0,-1
slip,28,4,0.0001351507896667,12.85314243819119,NN,VB,slip,0,0.0,0,0,0,0,0,1,0,0,1,0,-1
sloppy,1,6,4.826813916669885e-06,17.660497360248794,JJ,JJ,sloppi,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
slut,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,slut,0,2.584962500721156,1,0,1,0,0,1,0,0,0,0,-1
sly,3,3,1.4480441750009651e-05,16.07553485952764,NNP,NN,sli,0,2.584962500721156,1,0,1,1,0,1,0,0,0,0,-1
smack,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,smack,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
smash,5,5,2.4134069583349424e-05,15.338569265361432,VB,VB,smash,0,3.0,1,0,0,1,0,1,0,0,0,0,-1
smell,30,5,0.0001448044175,12.753606764640276,VBP,VB,smell,0,1.315172029168969,1,0,1,0,0,1,0,0,0,0,-1
smile,92,5,0.0004440668803336,11.136935404191782,NN,NN,smile,0,0.0,0,0,0,0,1,0,1,0,1,1,1
smiling,14,7,6.757539483337838e-05,13.85314243819119,VBG,VB,smile,0,3.0,0,0,0,0,1,0,1,0,0,0,1
snake,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,snake,0,2.584962500721156,0,0,1,1,0,1,0,0,0,0,-1
snare,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,snare,0,2.584962500721156,0,0,0,1,0,1,0,0,0,0,-1
sneak,4,5,1.930725566667954e-05,15.660497360248796,NN,NN,sneak,0,3.0,1,0,0,1,0,1,0,0,1,0,-1
sobriety,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,sobrieti,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
soldier,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,soldier,0,2.584962500721156,1,0,0,0,0,0,1,1,0,0,1
sore,3,4,1.4480441750009651e-05,16.07553485952764,JJR,JJ,sore,0,3.169925001442312,1,0,0,0,0,1,0,1,0,0,-1
sorrow,2,6,9.65362783333977e-06,16.660497360248794,VB,VB,sorrow,0,3.169925001442312,0,0,0,1,0,1,0,1,0,0,-1
soulmate,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,soulmat,0,2.584962500721156,0,0,0,1,0,1,0,0,0,0,-1
sour,3,4,1.4480441750009651e-05,16.07553485952764,JJ,JJ,sour,0,3.169925001442312,0,0,1,0,0,1,0,0,0,0,-1
special,15,7,7.240220875004827e-05,13.753606764640276,JJ,JJ,special,0,1.315172029168969,0,0,0,0,1,0,1,0,0,0,1
spine,2,5,9.65362783333977e-06,16.660497360248794,NN,NN,spine,0,3.169925001442312,1,0,0,0,0,1,1,0,0,0,0
spirits,4,7,1.930725566667954e-05,15.660497360248796,NNS,NN,spirit,0,3.0,0,1,0,0,1,0,1,0,1,0,1
sponsor,1,7,4.826813916669885e-06,17.660497360248794,JJ,JJ,sponsor,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
stab,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,stab,0,2.584962500721156,1,0,0,1,0,1,0,1,1,0,-1
stable,1,6,4.826813916669885e-06,17.660497360248794,JJ,JJ,stabl,0,2.584962500721156,0,0,0,0,0,0,1,0,0,1,1
stain,3,5,1.4480441750009651e-05,16.07553485952764,NN,NN,stain,0,3.0,0,0,1,0,0,1,0,0,0,0,-1
star,50,4,0.0002413406958334,12.01664117047407,NN,NN,star,0,1.315172029168969,0,1,0,0,1,0,1,0,0,1,1
stark,1,5,4.826813916669885e-06,17.660497360248794,JJ,JJ,stark,0,2.584962500721156,0,0,0,0,0,1,0,0,0,1,-1
steady,5,6,2.4134069583349424e-05,15.338569265361432,JJ,JJ,steadi,0,3.169925001442312,0,0,0,0,0,0,0,0,1,1,0
steal,11,5,5.309495308336873e-05,14.201065741611496,VB,VB,steal,0,1.315172029168969,1,0,0,1,0,1,0,1,0,0,-1
stealing,1,8,4.826813916669885e-06,17.660497360248794,VBG,VB,steal,0,2.584962500721156,0,0,1,1,0,1,0,0,0,0,-1
stillness,1,9,4.826813916669885e-06,17.660497360248794,NN,NN,still,0,2.584962500721156,0,0,0,1,0,0,1,1,0,0,1
sting,3,5,1.4480441750009651e-05,16.07553485952764,NNP,NN,sting,0,3.169925001442312,1,0,0,1,0,1,0,0,0,0,-1
stinking,1,8,4.826813916669885e-06,17.660497360248794,VBG,VB,stink,0,2.584962500721156,0,0,1,0,0,1,0,0,0,0,-1
stolen,1,6,4.826813916669885e-06,17.660497360248794,VBN,VB,stolen,0,2.584962500721156,1,0,0,0,0,1,0,0,0,0,-1
stone,18,5,8.688265050005793e-05,13.490572358806483,NN,NN,stone,0,2.3398500028846247,1,0,0,0,0,1,0,0,0,0,-1
store,7,5,3.378769741668919e-05,14.85314243819119,NN,NN,store,0,1.315172029168969,0,1,0,0,0,0,1,0,0,0,1
storm,14,5,6.757539483337838e-05,13.85314243819119,NN,NN,storm,0,3.0,1,0,0,0,0,1,0,0,0,0,-1
stormy,4,6,1.930725566667954e-05,15.660497360248796,NN,NN,stormi,0,3.169925001442312,0,0,0,1,0,1,0,0,0,0,-1
